position_id,signal_id,strategy,event_time,event_type,event_id,qty_delta,raw_price,exec_price,fees_sol,pnl_sol_delta,reason,xn,fraction
f0e9ea0997dd410c984408ff316faafe,tg_1758611100_139116,Runner_Tail_3_7_15_45d,2025-07-01T05:46:00+00:00,entry,5d79e3e48b9d4eeb94db6f400a780073,0.1,5.950337648445003e-05,6.128847777898353e-05,0.0,0.0,,,
a31fa7b82a72454baded08ad93a940e8,tg_1758611100_139158,Runner_Tail_3_7_15_45d,2025-07-01T09:31:00+00:00,entry,c50d0002962a4430bc872d06a299033e,0.1,8.862516388928094e-05,9.128391880595938e-05,0.0005,0.0,,,
4a62cb7c85384476b9ce92bce92d39a2,tg_1758611100_139169,Runner_Tail_3_7_15_45d,2025-07-01T10:20:00+00:00,entry,bc98ef42a05c4a6a863837fedc8bc28e,0.1,8.642882319763638e-05,8.902168789356547e-05,0.0,0.0,,,
a31fa7b82a72454baded08ad93a940e8,tg_1758611100_139158,Runner_Tail_3_7_15_45d,2025-07-01T10:44:00+00:00,partial_exit,58de0b56c77f4e1b9516d25a81bced34,-0.020000000000000004,0.00026916467300806357,0.00026108973281782166,0.0007288155339805823,0.03720388349514563,ladder_tp,3.0,0.20000000000000004
626f4336662a44fc9a7d6240d29ee699,tg_1758611100_139190,Runner_Tail_3_7_15_45d,2025-07-01T12:44:00+00:00,entry,a48769f3ca5347e4979c6f97ccc6a499,0.1,0.0001768686344485,0.000182174693481955,0.0,0.0,,,
6881f3c362c349fb9976847f7804c41c,tg_1758611100_139097,Runner_Tail_3_7_15_45d,2025-07-17T07:34:00+00:00,entry,b5b8c75d8d6c4a0ea906674cff77607f,0.1,0.0139710885452199,0.014390221201576497,0.0,0.0,,,
6881f3c362c349fb9976847f7804c41c,tg_1758611100_139097,Runner_Tail_3_7_15_45d,2025-07-17T08:17:00+00:00,final_exit,,-0.1,0.0226184641845089,0.022448825703125085,0.0006475791520839658,0.06189478802099233,timeout,,
f0e9ea0997dd410c984408ff316faafe,tg_1758611100_139116,Runner_Tail_3_7_15_45d,2025-07-21T05:46:00+00:00,final_exit,,-0.1,3.729779568549047e-06,3.7018062217849292e-06,2.6092361035838507e-05,-0.09347690974104028,timeout,,
a31fa7b82a72454baded08ad93a940e8,tg_1758611100_139158,Runner_Tail_3_7_15_45d,2025-07-21T09:31:00+00:00,final_exit,1b7399b4e83445fb8215de50f8f67f05,-0.08,1.3936751613964628e-05,1.3832225976859894e-05,0.0005484895080151426,-0.02965492803821015,time_stop,,
4a62cb7c85384476b9ce92bce92d39a2,tg_1758611100_139169,Runner_Tail_3_7_15_45d,2025-07-21T10:20:00+00:00,final_exit,,-0.1,3.789563652359809e-06,3.7611419249671108e-06,1.8996508171015974e-05,-0.095250872957246,timeout,,
626f4336662a44fc9a7d6240d29ee699,tg_1758611100_139190,Runner_Tail_3_7_15_45d,2025-07-21T12:44:00+00:00,final_exit,,-0.1,7.628788746059637e-06,7.5715728304641905e-06,2.204728897559939e-05,-0.09448817775610024,timeout,,
